Equipe;Processo;Data Entrada;Status;Responsável;Prazo;UF;Contrato;BR;Tipo;Assunto;Providência;SEI Recebido;1 - SEI Criado;2 - SEI Criado;3 - SEI Criado;Data de Revisão;Observações;Data de Assinatura;Criado por;Data Criação;Cadastrado no SIMA?;Tem Prazo;Comentários;
ASSESSORIA COAC;50615.002021/2025-76;2025-09-30;Assinado;Gabrielle;2025-10-07;MA;-;-;Outros;Solicitação para apresentação de documentação encaminhada pela Prefeitura Municipal de São Mateus do Maranhão-MA.;Após verificação no banco de dados verificou-se que não há nenhum contrato no município.;22528837;22561352;;;2025-10-02;;2025-10-03;Rebeca Braz Soares Fiameni;2025-10-01;Sim;Não;;
ASSESSORIA COAC;50600.029757/2025-51;2025-09-30;Assinado;Rebeca;2025-10-07;PR;-;-;Ministério;Solicitação de Informações para consolidação da posição brasileira - XXI Reunião da Comissão Mista Brasileiro-Paraguaia para a Construção Segunda Ponte Rodoviária Internacional sobre o Rio Paraná.;Confirmar informações da SR;22539319;22561400;;;2025-10-01;;2025-10-02;Rebeca Braz Soares Fiameni;2025-10-01;Sim;Não;;
PROJETO;50600.027485/2025-54;2025-10-03;Assinado;Bruno;2025-10-10;SE;21 00259/2025;BR-101;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Pedimos que a SR/SE formalize que o cronograma referencial;22564728;22651971;;;2025-10-09;;2025-10-09;Rebeca Braz Soares Fiameni;2025-10-03;Sim;Não;;
PROJETO;50605.000038/2024-27;2025-10-03;Assinado;Bruno;2025-10-10;BA;00 00391/2024;BR-030;Projetos;Verificação de projeto de interseção das rodovias BA-592 e BR-030/BA.;Ciência do projeto de interseção do governo da Bahia;22559898;22682616;;;2025-10-21;;2025-11-03;Bruno Pimenta Resende;2025-10-03;Sim;Não;;
ASSESSORIA COAC;50600.006415/2025-62;2025-10-03;Assinado;Gabrielle;2025-10-10;RS;-;-;DNIT/SRE;Ponte Internacional de Porto Xavier/San Javier – Lapso entre conclusão da ponte e das obras do Complexo Integrado de Fronteira.;Tomar conhecimento e concluir na unidade - despacho de conclusão;22516191;22632217;;;2025-10-07;;2025-10-09;Rebeca Braz Soares Fiameni;2025-10-03;Sim;Não;;
PROJETO;50600.015748/2024-00;2025-10-03;Assinado;Bruno;2025-10-10;AL;00 00057/2024;BR-349;Projetos; Encaminhamento de documentos - Contrato n.º 57/2024.;Empresa respondeu que enviou os projetos corrigidos, referente ao Relatório de Análise do Projeto 259/2025-00 (SEI nº 22293951) no Ofício 18. Ciência.;22592228;22683518;;;2025-10-21;;2025-11-05;Bruno Pimenta Resende;2025-10-03;Sim;Não;;
PROJETO;50604.001490/2023-35;2025-10-03;Assinado;Gabrielle;2025-10-10;PE;04 00260/2021;BR-423;Projetos;Emissão de Termo de Aceite - Rodovia BR-423/PE Contrato n.º 260/2021.;Oficio de ciência à DIR;22546161;22604252;;;2025-10-10;;2025-11-03;Bruno Pimenta Resende;2025-10-03;Sim;Não;;
PROJETO;50600.003198/2025-59;2025-10-03;Assinado;Bruno;2025-10-10;PA;02 00261/2024;BR-230;Projetos; Emissão de Termo de Aceite  - Rodovia BR-230/PA - Contrato n.º 261/2024​​.;Encaminhar termos de aceite e ciência;22545148;22684586;22689599;;2025-10-13;;2025-11-05;Bruno Pimenta Resende;2025-10-03;Sim;Não;;
ASSESSORIA COAC;50600.025342/2025-16;2025-10-03;Assinado;Rebeca;2025-10-10;-;-;-;Ministério; Reiteração - Solicitação de informações - Rodovia do Aço - BR-393/RJ - Execução de obras dos contornos/variantes de Sapucaia, Anta e Jamapará/RJ.;Informar falta de contrato, apreiação da matéria tem q seguir memorando circular da Casa Civil, enviar para Sr com as orientações de inclusão no PAC (19217421);22583220;22606898;;;2025-10-06;;2025-10-09;Rebeca Braz Soares Fiameni;2025-10-03;Sim;Não;;
PROJETO;50600.014788/2024-26;2025-10-06;Assinado;Bruno;2025-10-13;MG;00 00041/2025;BR-381;Projetos;Contrato 00.0041/2025 – Aprovação cronograma revisado;Contrato n.º 00 00041/2025 – Ciência de Cronograma Aprovado - BR-381/MG.;22521970;22643347;;;2025-10-08;22606341 - 1ª Versão;2025-10-10;Bruno Pimenta Resende;2025-10-06;Sim;Não;;
PROJETO;50600.023451/2025-91;2025-10-06;Assinado;Gabrielle;2025-10-13;RS;00 00375/2024;BR-116;Projetos;Análise dos Estudos de Tráfego - Contrato n.º 375/2024 (BR-116/RS);Ofício de ciência à DIR.;22581725;22605676;;;2025-10-06;;2025-11-03;Bruno Pimenta Resende;2025-10-06;Sim;Não;;
ASSESSORIA COAC;50613.000956/2023-76;2025-10-06;Assinado;Rebeca;2025-10-13;PB;-;-;DNIT/SRE;Transferência do Acesso Oeste de Patos - da União à Prefeitura Municipal de Patos.;Informar que não existe contrato ativo no trecho;22577450;22685260;;;2025-10-06;;2025-10-06;Gabrielle Afonso Pereira Nogueira;2025-10-06;Sim;Não;;
ASSESSORIA COAC;50001.094248/2025-58;2025-10-06;Assinado;Rebeca;2025-10-13;BA;-;-;FALA-BR;Solicitação de informações - Obras de duplicação da Rodovia BR-101/BA.;Responder quanto ao edital da BR-101/BA, Lote 1/2;22522792;22640069;;;2025-10-09;;2025-10-09;Rebeca Braz Soares Fiameni;2025-10-06;Sim;Não;;
ASSESSORIA COAC;50600.028002/2025-39;2025-10-06;Assinado;Gabrielle;2025-10-13;-;-;-;Outros;Solicitação de informações relacionadas à Rodovia BR-235, região do MATOPIBA.;Ofício a DIR dando informações sobre o convênio da BR 235 PI.;22493369;22615937;;;2025-10-13;;2025-10-22;Bruno Pimenta Resende;2025-10-06;Sim;Não;;
PROJETO;50619.000790/2024-19;2025-10-07;Assinado;Bruno;2025-10-14;MS;19 00758/2023;BR-267;Projetos;Emissão de Termo de Aceite - Projeto de de Geometria e de Interseções do Contrato n.º 758/2023 (BR-267/MS).;Encaminhamento de Termo de Aceite para a empresa e ciência de projeto;22607701;22771810;22771828;;2025-10-21;22691016 - 1ª versão;2025-11-03;Bruno Pimenta Resende;2025-10-07;Sim;Não;;
PROJETO;50600.029209/2024-40;2025-10-09;Revisado;Bruno;2026-09-30;-;-;-;Outros;Ofício Circular para Fluxo de Projetos;Aguardando Fábio para aprovação da Minuta. Lembrear Marília.;;22933419;22933603;;2025-10-09;;2025-10-09;Bruno Pimenta Resende;2025-10-09;Não;Não;"Bruno Pimenta Resende - 07/04/2026 14:15
Fluxo de Projetos com a Marília desde 17/12/2025. Aguardando assinatura.";
ASSESSORIA COAC;50600.031111/2025-33;2025-10-08;Assinado;Rebeca;2025-10-15;-;-;-;Parlamentares;Solicitação de informações sobre a obra de Duplicação da Rodovia BR-101/SE.;Responder quanto aos contratos;22629846;;;;2025-10-17;;2025-10-17;Rebeca Braz Soares Fiameni;2025-10-09;Sim;Não;;
PROJETO;50606.000347/2025-78;2025-10-09;Assinado;Gabrielle;2025-10-16;MG;00 00619/2024;BR-381;Projetos;"Encaminhamento do Estudos Tráfego da Rodovia BR-381/MG – Lote 8A 
";Encaminhar DPP;22644150;22697474;;;2025-10-14;;2025-10-14;Bruno Pimenta Resende;2025-10-09;Sim;Não;;
PROJETO;50600.073939/2014-14;2025-10-09;Assinado;Bruno;2025-10-16;PA;00 00011/2021;BR-230;Projetos;Carta nº 032/2025 (22550347). Consórcio Supervisor OAE BR-230/PA em 29 de setembro de 2025.;Ciencia. termo aditivo já está sendo tratado pela sr.;22585810;22766535;;;2025-10-21;;2025-11-03;Bruno Pimenta Resende;2025-10-09;Sim;Não;;
PROJETO;50606.003862/2025-18;2025-10-09;Assinado;Gabrielle;2025-10-16;MG;00 00041/2025;BR-381;Projetos;Encaminhamento dos Estudos Hidrológicos da Rodovia BR-381/MG – Lote 8B ;Encaminhar DPP e encaminhamento de relatório de análise para o consórcio.;22633500;22797184;22663021;;2025-10-10;;2025-10-31;Bruno Pimenta Resende;2025-10-09;Sim;Não;;
PROJETO;50603.002068/2024-98;2025-10-09;Assinado;Bruno;2025-10-16;CE;03 00077/2024;BR-116;Projetos;Andamento da análise do Relatório de Metodologia Avaliatória - RMA;Ciência de projetos encaminhados à SR/CE;22642867;22811324;;;2025-10-14;22698576 - 1ª Versão;2025-11-05;Bruno Pimenta Resende;2025-10-09;Sim;Não;;
PROJETO;50600.027265/2025-21;2025-10-10;Assinado;Bruno;2025-10-17;MT;11 00159/2022;BR-158;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Verificar com a Marília. Não encontrou o termo de aceite das demais disciplinas.;22624993;22746106;;;2025-10-20;;2025-11-03;Bruno Pimenta Resende;2025-10-10;Sim;Não;;
ASSESSORIA COAC;50600.030244/2025-92;2025-10-10;Assinado;Rebeca;2025-10-17;-;-;-;Outros;COM PRAZO - Análise dos saldos conta obras em andamento - encerramento exercício 2025 DIR/SEDE/DNIT.;Preencher planilha como orientado pelo servidor da DAF;22645466;23208372;23230878;;2025-12-05;;2025-12-05;Rebeca Braz Soares Fiameni;2025-10-10;Sim;Não;;
ASSESSORIA COAC;50600.030319/2025-35;2025-10-10;Assinado;Rebeca;2025-10-17;MG;06 00298/2023;BR-265;Parlamentares;COM PRAZO - Conclusão da BR-265 no Estado de Minas Gerais.;Informar quanto à obra e orçamento da BR-265/MG;22647201;22714060;;;2025-10-15;;2025-10-17;Rebeca Braz Soares Fiameni;2025-10-10;Sim;Não;;
ASSESSORIA COAC;50600.030932/2025-52;2025-10-10;Assinado;Rebeca;2025-10-17;MG;00 00619/2024;BR-381;Parlamentares;Solicitação de apoio em prol da duplicação da BR-381/MG.;Ifnormar quanto aos contratos da 381/MG;22648986;22667456;;;2025-10-10;;2025-10-17;Rebeca Braz Soares Fiameni;2025-10-10;Sim;Não;;
ASSESSORIA COAC;50600.031158/2025-05;2025-10-10;Assinado;Gabrielle;2025-10-17;RS;00 00375/2024;BR-116;Parlamentares;Solicitação de informações - Nova Ponte sobre o rio Jaguarão;Repsonder os questionamentos, informando quanto às trativas sobre a ponte antigas (processos sobre as trativas com o Uruguai já passou aqui, pegar o que nós ou a DPP escreveu) e falar sobre o andamento do contrato;22658623;;;;2025-10-20;;2025-10-20;Rebeca Braz Soares Fiameni;2025-10-10;Sim;Não;;
PROJETO;50600.037160/2024-07;2025-09-24;Assinado;Bruno;2025-10-01;BA;00 00392/2024;BR-030;Projetos;Contrato nº 00 00392/2024 - Definição de Responsabilidades de Comunicação - BR-030/BA.;Contrato nº 00 00392/2024 - Definição de Responsabilidades de Comunicação - BR-030/BA.;22248449;22630145;;;2025-10-07;;2025-10-07;Bruno Pimenta Resende;2025-10-10;Sim;Não;;
ASSESSORIA COAC;50001.102832/2025-94;2025-10-10;Assinado;Rebeca;2025-10-17;-;00 00619/2024;BR-381;FALA-BR; Solicitação de correção do quantitativo de pontos de ônibus e passarelas nos Lotes 08A e 08B BR-381/MG.;Informar que a solicitação de ajustes de projetos devem ser solicitadas pela SR;22660045;22770477;;;2025-10-21;;2025-10-28;Rebeca Braz Soares Fiameni;2025-10-10;Sim;Não;;
ASSESSORIA COAC;50001.102097/2025-19;2025-10-10;Assinado;Gabrielle;2025-10-17;RS;-;-;FALA-BR;Solicitação de informações sobre o edital para construção da nova ponte sobre o rio Ibicuí na Rodovia BR 472/RS.;Informarmos sobre a previsão de contrato para o ano que vem .;22662493;22708675;;;2025-10-20;;2025-10-20;Rebeca Braz Soares Fiameni;2025-10-10;Sim;Não;;
ASSESSORIA COAC;50600.031383/2025-33;2025-10-14;Assinado;Gabrielle;2025-10-21;MA;-;-;Outros;Solicitação de informações - Obras de instalação do anel viário que liga as Rodovias BR-316 e BR-226.;Informar que sobre o contrato de Timon e enviar para a SR;22666116;22714007;;;2025-10-14;Primeira revisão 23/10;2025-10-14;Gabrielle Afonso Pereira Nogueira;2025-10-14;Sim;Não;;
PROJETO;50600.002661/2025-45;2025-10-14;Assinado;Bruno;2025-10-21;TO;00 00958/2024;BR-226;Projetos;Análise de Projeto Executivo - Rodovia BR-226/TO.;Verificar;22693665;22737674;;;2025-10-14;;2025-11-03;Bruno Pimenta Resende;2025-10-14;Sim;Não;;
PROJETO;50612.002355/2024-99;2025-10-15;Assinado;Gabrielle;2025-10-22;GO;12 00350/2024;BR-070;Projetos;Atualização do andamento do contrato.;Ciência de termo de aceite e dos outros projetos protocalados para a DIR com copia da SR.;22703962;22901356;;;2025-11-10;22715741;2025-11-13;Bruno Pimenta Resende;2025-10-15;Sim;Não;;
ASSESSORIA COAC;50600.029924/2025-63;2025-10-15;Assinado;Gabrielle;2025-10-22;-;-;-;ANTT;Obras de duplicação da Rodovia BR-116/RS - km 437 ao km 446 - Concessionária Ecovias Sul.;O consórcio ecovias apede providências ao dnit. Informamos sobre 2 contratos na 166 e sugerimos encaminhamento pra a sr por ser assunto técnico;22703521;22720722;;;2025-10-15;;2025-10-15;Gabrielle Afonso Pereira Nogueira;2025-10-15;Sim;Não;;
ASSESSORIA COAC;50600.032128/2025-16;2025-10-15;Assinado;Rebeca;2025-10-22;MG;-;-;FALA-BR;COM PRAZO - Solicitação de informações sobre o estudo para a duplicação da Rodovia BR-365/MG.;Informar que o trecho não tem contratos ativos e que a CGCONT não tem competência regimental quanto aos estudos de concessão;22712853;22717027;;;2025-10-15;;2025-10-15;Rebeca Braz Soares Fiameni;2025-10-15;Sim;Não;;
PROJETO;50605.003012/2014-69;2025-10-16;Assinado;Gabrielle;2025-10-23;BA;05 00858/2014;BR-116;Projetos;Contrato 858/2014 - Encaminhamento de análises - BR 116/BA.;Encaminhamento das análises para o consórcio.;00000000;22729700;;;2025-10-16;;2025-10-17;Rebeca Braz Soares Fiameni;2025-10-16;Sim;Não;;
ASSESSORIA COAC;50600.032064/2025-45;2025-10-15;Assinado;Gabrielle;2025-10-22;SC;16 00192/2019;BR-163;Parlamentares;COM PRAZO - Solicitação de informações acerca das notícias que apontam risco de paralização das obras de adequação na Rodovia BR-163/SC.;Informação de todos os dados contratuias, além dos orçamentários;22722123;22727765;;;2025-10-23;;2025-10-28;Rebeca Braz Soares Fiameni;2025-10-16;Sim;Não;;
PROJETO;50603.000483/2023-26;2025-10-16;Assinado;Bruno;2025-10-23;CE;03 00077/2024;BR-116;Projetos;"Plano de Ataque e Cronograma das Obras.
Carta 029/25 Plano de Ataque e Cronograma das Obras. (22307466)";Verificar;22723771;22844970;;;2025-10-29;;2025-11-03;Bruno Pimenta Resende;2025-10-16;Sim;Não;;
PROJETO;50602.001136/2024-10;2025-10-15;Assinado;Bruno;2025-10-22;PA;02 00261/2024;BR-230;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar contratada. Notificamos a empresa pelo descumprimento do prazo do MP.;;22747477;;;2025-10-20;;2025-10-20;Bruno Pimenta Resende;2025-10-17;Sim;Não;;
PROJETO;50600.034231/2024-10;2025-10-17;Assinado;Bruno;2025-10-24;BA;00 00391/2024;BR-030;Projetos;Possíveis atrasos na elaboração dos Projetos - Contrato TT-391/2024.;Informar quanto ao trâmite não ser da CGCONT e que o PAAR deve ser avaliado pela SR;22732436;22818328;;;2025-10-21;22758585 - 1ª Versão;2025-11-07;Bruno Pimenta Resende;2025-10-20;Sim;Não;;
ASSESSORIA COAC;50001.102492/2025-00;2025-10-20;Assinado;Gabrielle;2025-10-27;MS;-;-;FALA-BR;COM PRAZO - Solicitação de acesso a documentos - Contratos DNIT nº 758/2023 e nº 142/2024.;Responder sobre porto murtinho com os relatórios de supervisão.;22749313;22759726;;;2025-10-21;;2025-10-24;Rebeca Braz Soares Fiameni;2025-10-20;Sim;Não;;
ASSESSORIA COAC;50600.032598/2025-71;2025-10-20;Assinado;Gabrielle;2025-10-27;-;-;-;Parlamentares;COM PRAZO - Solicitação de informações sobre os períodos de estiagem que comprometem drasticamente a navegabilidade dos rios no Amazonas.;Responder só as perguntas que nos cabe e usar como base a última resposta que minutamos pra ele 21796987;22735641;22856008;;;2025-10-20;;2025-10-20;Gabrielle Afonso Pereira Nogueira;2025-10-20;Sim;Não;;
ASSESSORIA COAC;50600.032005/2025-77;2025-10-20;Assinado;Gabrielle;2025-10-27;RS;-;-;Outros;Solicitação da SNTR sobre plano de manutenção, investimentos e viabilidade de concessão visando a duplicação da Rodovia BR-285/RS.;Informar quanto ao contrato 717/2023 (único no trecho). E deixar claro sobre a falta de competencia da CGCONT de plano de manutenção.;22707165;22761587;;;2025-10-20;;2025-10-20;Gabrielle Afonso Pereira Nogueira;2025-10-20;Sim;Não;;
PROJETO;50600.007228/2025-04;2025-10-20;Assinado;Gabrielle;2025-10-27;BA;00 00379/2024;BR-116;Projetos;Revisão Estudo de Tráfego;Empresa encaminhou resposta aos relatórios não aprovados, e encaminhou novo estudo que precisa ir pra DPP.;22764097;22884176;22884210;;2025-11-03;"22849424 - 1ª Versão
22849584 - 1ª Versão";2025-11-03;Bruno Pimenta Resende;2025-10-20;Sim;Não;;
PROJETO;50623.000081/2025-55;2025-10-21;Assinado;Bruno;2025-10-28;TO;00 00958/2024;BR-226;Projetos;"Consórcio Ponte do Estreito - 00 0958/2024.

  ";Ciência;22759637;22774729;;;2025-10-21;;2025-11-03;Bruno Pimenta Resende;2025-10-21;Sim;Não;;
PROJETO;50606.003862/2025-18;2025-10-21;Assinado;Gabrielle;2025-10-28;MG;00 00041/2025;BR-381;Projetos;Análise dos Estudos Geológicos e do Projeto Executivo de Topografia - Rodovia BR-381/MG - Lote 8B - Contrato n.º 41/2025.;Encaminhamento dos relatórios de anaálise para a empresa.;22760268;22797184;;;2025-10-21;;2025-10-31;Bruno Pimenta Resende;2025-10-21;Sim;Não;;
PROJETO;50600.033430/2025-83;2025-10-21;Assinado;Bruno;2025-10-28;MS;19 00758/2023;BR-267;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar. Falar com a Marília sobre a inclusão do parágrafo que o Pitombeira pediu. Falar sobre as aduanas.;;22782763;;;2025-11-18;;2025-11-24;Bruno Pimenta Resende;2025-10-21;Sim;Não;;
ASSESSORIA COAC;50604.002671/2025-41;2025-10-21;Assinado;Rebeca;2025-10-28;BA;-;-;DNIT/SRE;Impactos da obra do DNIT na BR-407 - Travessia Urbana de Juazeiro/BA e reflexos em Petrolina/PE;Solicitação atualizações paaa a SR sobre o tema;22443806;22781998;;;2025-10-21;;2025-10-24;Rebeca Braz Soares Fiameni;2025-10-21;Sim;Não;;
PROJETO;50600.037160/2024-07;2025-10-22;Assinado;Bruno;2025-10-29;BA;00 00392/2024;BR-030;Projetos;"Contrato nº 00 00392/2024 - Ciência dos projetos - BR-030/BA.
Contrato nº 00 00392/2024 - Encaminhamento de análise de projetos - BR-030/BA.";Ciência e Encaminhamento;22785970;22796712;22796791;;2025-10-22;;2025-11-03;Bruno Pimenta Resende;2025-10-22;Sim;Não;;
PROJETO;50603.000829/2024-77;2025-10-22;Assinado;Bruno;2025-10-29;CE;03 00077/2024;BR-116;Projetos;Contrato nº 03 00077/2024 - Ciência de projetos - BR-116/CE.;Ciência;22797444;22839220;22839313;;2025-10-28;"22672139 - 5ª Versão
22805411 - 6ª Versão
22805539 - 1ª versão";2025-11-03;Bruno Pimenta Resende;2025-10-23;Sim;Não;;
ASSESSORIA COAC;50600.032573/2025-78;2025-10-22;Assinado;Gabrielle;2025-10-29;PE;04 00520/2022;BR-407;Outros;Solicitação de conclusão de obras e melhorias de acesso na BR-407/PE.;Responder sobre o trecho da obra e o andamento dos serviços, identificando or marcos quilométricos. Consultar Atlas e relatório de supervisão, mas sem se comprometer muito com datas, pq essa obra é enrolada. Sugerir  encaminhamentopara a SR, para conhecimento e possível complementação da resposta, visto ser unidade fiscalizadora;22754359;22834473;;;2025-10-24;;2025-10-24;Gabrielle Afonso Pereira Nogueira;2025-10-24;Sim;Não;;
PROJETO;50600.027469/2025-61;2025-10-28;Assinado;Bruno;2025-11-04;RS;10 00821/2019;BR-116;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Ciência;22829212;23055392;;;2025-11-18;;2025-11-24;Bruno Pimenta Resende;2025-10-28;Sim;Não;;
PROJETO;50606.000238/2023-99;2025-10-22;Assinado;Bruno;2025-10-29;MG;00 00277/2022;BR-135;Projetos;Contrato n.º 00 00277/2022​ – Encaminhamento de Termo de Aceite - BR-135/MG.;Encaminhar Termo de Aceite a empresa;22788833;22821292;;;2025-10-24;;2025-11-03;Bruno Pimenta Resende;2025-10-28;Sim;Não;;
ASSESSORIA COAC;50600.033658/2025-73;2025-10-28;Assinado;Gabrielle;2025-11-04;AM;-;-;Parlamentares;COM PRAZO - Solicitação de Informações - Obras de Pavimentação da Rodovia BR-319;Informar o status da obra e encaminhar para a SR atender o item do relatório fotográfico;22825066;22838164;;;2025-10-28;;2025-10-28;Gabrielle Afonso Pereira Nogueira;2025-10-28;Sim;Não;;
PROJETO;50619.000599/2022-13;2025-10-28;Assinado;Bruno;2025-11-04;MS;19 00194/2021;BR-419;Projetos;Ciência de projetos;Ciência;22827838;22918409;;;2025-11-05;;2025-11-05;Bruno Pimenta Resende;2025-10-28;Sim;Não;;
PROJETO;50602.001136/2024-10;2025-10-29;Assinado;Bruno;2025-11-05;PA;02 00261/2024;BR-230;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Verificar;22845254;22862158;;;2025-11-03;;2025-11-03;Bruno Pimenta Resende;2025-10-29;Sim;Não;;
